kind,id,name,dc_blinkit_internal_city,latitude,longitude,is_active,place_of_supply,assignment_basis,distance_km,supply_site_latitude,supply_site_longitude,pos_active_warehouse_count,pos_inactive_warehouse_count,pos_locality_count,pos_area_km2,pos_km2_per_active_warehouse,pos_area_balance
darkstore,38198,Super Store Indore Bhawarsala ES11,indore,22.792538,75.85575,,indore,label,8.11,22.7196,75.8577,2,5,31,14771,7386,proportional
darkstore,38200,Super Store Nagpur Bezonbagh ES9,nagpur,21.170881,79.07743,,nagpur,label,32.45,21.2912,78.7922,1,17,37,23108,23108,stretched
darkstore,38202,Super Store Mumbai Kannamvar Nagar ES166,mumbai,19.106216,72.92866,,mumbai,label,20.36,19.2433,73.0572,3,13,189,9344,3115,concentrated
darkstore,38204,Super Store Pune Handewadi Road ES129,pune,18.476446,73.94151,,pune,label,27.33,18.6714,73.7836,2,24,119,19984,9992,proportional
darkstore,38206,Super Store Belgaum Azam Nagar ES2,belgaum,15.8778,74.49359,,goa,city-nearest,75.53,15.2993,74.124,2,35,34,17782,8891,proportional
darkstore,38208,Super Store Bengaluru Rashad Nagar ES194,bengaluru,13.032898,77.61322,,bengaluru,label,20.05,13.082,77.7913,3,59,220,52882,17627,stretched
darkstore,38210,Super Store Bengaluru Brookefield AECS Layout ES202,bengaluru,12.960837,77.70961,,bengaluru,label,16.12,13.082,77.7913,3,59,220,52882,17627,stretched
darkstore,38212,Super Store Bengaluru Haralur 2 ES193,bengaluru,12.895101,77.66601,,bengaluru,label,21.73,12.7159,77.746,3,59,220,52882,17627,stretched
darkstore,38214,Super Store Prayagraj Sulem Sarai ES7,prayagraj,25.446655,81.77486,,varanasi,city-nearest,121.31,25.3176,82.9739,2,8,34,18808,9404,proportional
darkstore,38216,Super Store Varanasi Lanka ES7,varanasi,25.288183,83.00525,,varanasi,label,4.54,25.3176,82.9739,2,8,34,18808,9404,proportional
darkstore,38218,Super Store Bengaluru Basavangudi 14th Cross ES186,bengaluru,12.921005,77.56963,,bengaluru,label,29.76,12.7159,77.746,3,59,220,52882,17627,stretched
darkstore,38254,Super Store UP-NCR Aditya World City ES159,ghaziabad,28.646173,77.47861,,noida,city-majority,14.99,28.5355,77.391,1,25,317,2527,2527,concentrated
darkstore,38256,Super Store Goa Dona Paula ES15,goa,15.467367,73.82132,,goa,label,10.45,15.3917,73.8791,2,35,34,17782,8891,proportional
darkstore,38258,Super Store Kolkata Santragachi ES141,howrah,22.579922,88.31146,,kolkata,city-nearest,10.68,22.674,88.3325,3,11,121,18889,6296,proportional
darkstore,38260,Super Store Chennai Urapakkam ES64,chengalpattu,12.862707,80.082,,chennai,city-nearest,31.88,13.0827,80.2707,3,13,98,33883,11294,proportional
darkstore,38262,Super Store Tirupati Tata Nagar ES1,tirupati,13.630268,79.41711,,chennai,city-nearest,78.81,13.2073,80.0018,3,13,98,33883,11294,proportional
darkstore,38264,Super Store Pune Pashan ES126,pune,18.540405,73.79682,,pune,label,14.63,18.6714,73.7836,2,24,119,19984,9992,proportional
darkstore,38266,Super Store Jabalpur Vijay Nagar ES2,jabalpur,23.178188,79.91144,,nagpur,city-nearest,239.36,21.2912,78.7922,1,17,37,23108,23108,stretched
darkstore,38268,Super Store Gurgaon Sector 5 ES154,gurgaon,28.480465,77.0222,,gurgaon,label,2.37,28.4595,77.0266,1,7,87,898,898,concentrated
darkstore,38270,Super Store Pune Pride World City ES125,pune,18.614948,73.91789,,pune,label,15.48,18.6714,73.7836,2,24,119,19984,9992,proportional
darkstore,38272,Super Store Hyderabad Telecom Nagar ES93,hyderabad,17.433615,78.37535,,hyderabad,label,12.99,17.385,78.4867,3,100,131,39128,13042,proportional
darkstore,38274,Super Store Mumbai Runwal Kalyan ES167,mumbai,19.177158,73.078896,,mumbai,label,7.7,19.2433,73.0572,3,13,189,9344,3115,concentrated
darkstore,38278,Super Store Bengaluru Pai Layout ES195,bengaluru,12.985687,77.662186,,bengaluru,label,17.62,13.082,77.7913,3,59,220,52882,17627,stretched
darkstore,38280,Super Store Bengaluru Fisherman's Warf Haralur ES170,bengaluru,12.911486,77.659096,,bengaluru,label,23.7,12.7159,77.746,3,59,220,52882,17627,stretched
darkstore,38282,Super Store Bengaluru Domlur ES190,bengaluru,12.955937,77.636314,,bengaluru,label,21.87,13.082,77.7913,3,59,220,52882,17627,stretched
darkstore,38284,Super Store Bengaluru Lakkasandra ES203,bengaluru,12.954892,77.59347,,bengaluru,label,25.67,13.082,77.7913,3,59,220,52882,17627,stretched
darkstore,38286,Super Store Mysore Ansaar Hospital ES7,mysore,12.332125,76.685326,,bengaluru,city-nearest,122.79,12.7159,77.746,3,59,220,52882,17627,stretched
darkstore,38288,Super Store Bhubaneshwar Gautam Nagar ES5,bhubaneswar,20.259277,85.841064,,bhubaneswar,label,14.71,20.2765,85.7012,1,1,20,5276,5276,proportional
darkstore,38290,Super Store Varanasi Sigra ES8,varanasi,25.316011,82.982414,,varanasi,label,0.87,25.3176,82.9739,2,8,34,18808,9404,proportional
darkstore,38324,Super Store Hubli Vidyanagar ES1,hubli,15.38795,75.104065,,goa,city-nearest,105.56,15.2993,74.124,2,35,34,17782,8891,proportional
darkstore,38326,Super Store Chennai Rajakilpakkam ES52,chennai,12.90227,80.15497,,chennai,label,23.66,13.0827,80.2707,3,13,98,33883,11294,proportional
darkstore,38364,Super Store Delhi New Green Park ES298,delhi,28.578165,77.20552,,noida,city-majority,18.73,28.5355,77.391,1,25,317,2527,2527,concentrated
darkstore,38366,Super Store Chennai Royapettah ES66,chennai,13.062234,80.26509,,chennai,label,2.36,13.0827,80.2707,3,13,98,33883,11294,proportional
darkstore,38368,Super Store Chennai Tondiarpet ES67,chennai,13.126131,80.2837,,chennai,label,5.03,13.0827,80.2707,3,13,98,33883,11294,proportional
darkstore,38370,Super Store Ludhiana Palam Vihar ES66,ludhiana,30.861649,75.77782,,ludhiana,label,8.75,30.9009,75.8573,2,2,51,38214,19107,stretched
darkstore,38404,Super Store Meerut Jagriti Vihar ES165,meerut,28.931719,77.732414,,dasna,city-nearest,28.56,28.7251,77.5582,2,2,15,4511,2256,concentrated
darkstore,38405,Super Store Thrissur Punkunnam ES1,thrissur,10.541638,76.19286,,coimbatore,city-nearest,104.58,10.9795,77.0401,1,9,46,40154,40154,stretched
darkstore,38406,Super Store Madurai SS Colony ES2,madurai,9.943349,78.09657,,coimbatore,city-nearest,163.15,10.9795,77.0401,1,9,46,40154,40154,stretched
darkstore,38407,Super Store Gwalior Kushal Nagar ES4,gwalior,26.201962,78.181274,,jhansi,city-nearest,88.56,25.47,78.53,4,15,12,12150,3038,concentrated
darkstore,38408,Super Store Ahmedabad Vavol ES55,gandhinagar,23.228312,72.63692,,ahmedabad,city-nearest,49.08,22.9086,72.3062,1,38,118,38470,38470,stretched
darkstore,38409,Super Store Mumbai Taloja Phase 2 ES168,panvel,19.06769,73.10364,,mumbai,city-nearest,5.83,19.0513,73.1563,3,13,189,9344,3115,concentrated
darkstore,38410,Super Store Hubli Keshwapur ES2,hubli,15.329062,75.136566,,goa,city-nearest,108.64,15.2993,74.124,2,35,34,17782,8891,proportional
darkstore,38450,Super Store UP-NCR Noida Sector 168 ES163,noida,28.49721,77.4045,,noida,label,4.46,28.5355,77.391,1,25,317,2527,2527,concentrated
darkstore,38452,Super Store Erode Sampath Nagar ES3,erode,11.3367605,77.702286,,coimbatore,city-nearest,82.44,10.9795,77.0401,1,9,46,40154,40154,stretched
darkstore,38454,Super Store Gulbarga Dargah Road ES3,gulbarga,17.31985,76.8758,,hyderabad,city-nearest,171.12,17.385,78.4867,3,100,131,39128,13042,proportional
darkstore,38456,Super Store Kurukshetra Pipli Road ES4,kurukshetra,29.973995,76.90196,,rajpura,city-nearest,65.23,30.4977,76.596,2,2,13,5000,2500,concentrated
darkstore,38458,Super Store Yamunanagar Gaba Hospital ES5,yamunanagar,30.14612,77.28756,,dehradun,city-majority,74.01,30.3165,78.0322,1,43,47,6372,6372,proportional
darkstore,38460,Super Store Chandrapur Civil Line ES1,chandrapur,19.965843,79.26249,,nagpur,city-nearest,155.29,21.2912,78.7922,1,17,37,23108,23108,stretched
darkstore,38464,Super Store Dehradun UPES Kandoli ES15,vikasnagar,30.370687,77.970184,,dehradun,city-nearest,8.47,30.3165,78.0322,1,43,47,6372,6372,proportional
darkstore,38466,Super Store Kolhapur Tarabai Park ES2,kolhapur,16.740606,74.24728,,goa,city-nearest,155.06,15.3917,73.8791,2,35,34,17782,8891,proportional
darkstore,38468,Super Store Guntur Stambala Garuvu ES3,guntur,16.306337,80.4014,,vijayawada,city-nearest,33.76,16.4977,80.6471,1,26,22,21290,21290,stretched
darkstore,38470,Super Store Ahmedabad Motera 2 ES56,ahmedabad,23.084438,72.59669,,ahmedabad,label,35.59,22.9086,72.3062,1,38,118,38470,38470,stretched
darkstore,38474,Super Store Hyderabad HMT Hills ES120,hyderabad,17.507595,78.41044,,hyderabad,label,15.85,17.385,78.4867,3,100,131,39128,13042,proportional
darkstore,38476,Super Store Nellore Ramalinga Puram ES2,nellore,14.4272175,80.01544,,chennai,city-nearest,135.66,13.2073,80.0018,3,13,98,33883,11294,proportional
darkstore,38478,Super Store Bathinda Multania Road ES83,bathinda,30.182377,74.946495,,ludhiana,city-nearest,118.29,30.9009,75.8573,2,2,51,38214,19107,stretched
darkstore,38514,Super Store Kottayam Collectorate ES3,kottayam,9.604951,76.58011,,trivandrum,city-nearest,119.88,8.568,76.879,6,2,8,3071,512,concentrated
darkstore,38516,Super Store Shimoga Durgigudi ES4,durgigudi,13.913514,75.58781,,manipal,city-nearest,107.1,13.346,74.787,1,2,4,8136,8136,proportional
darkstore,38518,Super Store Vrindavan Chaitanya Vihar ES1,vrindavan,27.558168,77.67891,,lucknow,city-majority,335.49,26.7474,80.9452,2,7,92,39582,19791,stretched
darkstore,38520,Super Store Jodhpur Basni ES5,jodhpur,26.221739,73.02734,,jaipur,city-nearest,283.08,26.8108,75.7953,2,11,77,28186,14093,proportional
darkstore,38524,Super Store Mumbai Aarey Colony ES178,mumbai,19.157976,72.873726,,mumbai,label,21.48,19.2433,73.0572,3,13,189,9344,3115,concentrated
darkstore,38526,Super Store Mohali Sector 88 ES84,mohali,30.667643,76.69676,,mohali,label,3.91,30.7028,76.6985,1,1,62,7121,7121,proportional
darkstore,38528,Super Store Raebareli Centroid ES1,raebareli,26.223814,81.226135,,lucknow,city-nearest,64.59,26.7474,80.9452,2,7,92,39582,19791,stretched
darkstore,38596,Super Store Bidar Devi Nagar ES5,bidar,17.921814,77.52181,,nizamabad,city-nearest,103.66,18.6742,78.1016,1,2,8,20135,20135,stretched
darkstore,38598,Super Store Ballari Bhagat Singh Nagar ES6,ballari,15.169244,76.94702,,bengaluru,city-nearest,249.31,13.082,77.7913,3,59,220,52882,17627,stretched
darkstore,38600,Super Store Bengaluru Channasandra ES200,bengaluru,12.978594,77.76897,,bengaluru,label,11.75,13.082,77.7913,3,59,220,52882,17627,stretched
darkstore,38602,Super Store Pune Chowsiwadi Alandi ES130,pune,18.657888,73.890945,,pune,label,11.41,18.6714,73.7836,2,24,119,19984,9992,proportional
darkstore,38604,Super Store Ahmedabad Memnagar ES58,ahmedabad,23.039015,72.53813,,ahmedabad,label,27.82,22.9086,72.3062,1,38,118,38470,38470,stretched
darkstore,38606,Super Store Kozhikode Nadakkavu ES2,kozhikode,11.257206,75.790924,,coimbatore,city-nearest,139.75,10.9795,77.0401,1,9,46,40154,40154,stretched
darkstore,38608,Super Store Faridabad Arjun Vatika ES40,faridabad,28.337553,77.320305,,faridabad,label,7.94,28.4089,77.3178,1,7,53,10208,10208,proportional
darkstore,38610,Super Store UP-NCR Indra Enclave ES167,delhi,28.72065,77.29296,,noida,city-majority,22.7,28.5355,77.391,1,25,317,2527,2527,concentrated
darkstore,38612,Super Store Hyderabad Gajularamaram ES122,hyderabad,17.533312,78.43319,,hyderabad,label,13.91,17.5366,78.5643,3,100,131,39128,13042,proportional
darkstore,38646,Super Store Hyderabad Alwal ES119,hyderabad,17.503458,78.48426,,hyderabad,label,9.25,17.5366,78.5643,3,100,131,39128,13042,proportional
darkstore,38682,Super Store Bengaluru New City Yelahanka ES187,bengaluru,13.128187,77.55919,,bengaluru,label,25.66,13.082,77.7913,3,59,220,52882,17627,stretched
darkstore,38716,Super Store Dhanbad Saraidhella ES1,dhanbad,23.814732,86.47205,,ranchi,city-nearest,128.95,23.3533,85.3112,2,6,47,32731,16365,stretched
darkstore,38720,Super Store Kolkata Sonarpur ES144,kolkata,22.440022,88.433876,,kolkata,label,27.11,22.4825,88.1741,3,11,121,18889,6296,proportional
darkstore,38722,Super Store Hyderabad Vanasthalipuram ES124,hyderabad,17.309458,78.56656,,hyderabad,label,11.93,17.385,78.4867,3,100,131,39128,13042,proportional
darkstore,38724,Super Store Pune SUS Road ES115,pune,18.55849,73.753204,,pune,label,12.96,18.6714,73.7836,2,24,119,19984,9992,proportional
darkstore,38794,Super Store Panipat Sector 10 ES3,panipat,29.360014,76.97007,,kundli,city-nearest,40.01,29.0048,77.0358,1,4,20,7830,7830,proportional
darkstore,38830,Super Store  Chennai Purasaiwakkam ES54,chennai,13.083757,80.24656,,chennai,label,2.62,13.0827,80.2707,3,13,98,33883,11294,proportional
darkstore,38832,Super Store Delhi Indian Army Store ES315,delhi,28.59364,77.101685,,noida,city-majority,28.98,28.5355,77.391,1,25,317,2527,2527,concentrated
darkstore,38834,Super Store Kanpur Indira Nagar ES22,kanpur,26.520464,80.283485,,lucknow,city-nearest,70.45,26.7474,80.9452,2,7,92,39582,19791,stretched
darkstore,38836,Super Store Aurangabad Osmanpura ES6,aurangabad (maharashtra),19.880098,75.31198,,pune,city-nearest,209.28,18.6714,73.7836,2,24,119,19984,9992,proportional
darkstore,38838,Super Store Bengaluru New Town Yelahanka ES211,bengaluru,13.0912695,77.548355,,bengaluru,label,26.33,13.082,77.7913,3,59,220,52882,17627,stretched
darkstore,38840,Super Store Mumbai Colaba ES180,mumbai,18.91367,72.82623,,mumbai,label,37.93,19.0513,73.1563,3,13,189,9344,3115,concentrated
darkstore,38842,Super Store Panipat Sector 13 ES2,panipat,29.421219,76.98774,,kundli,city-nearest,46.54,29.0048,77.0358,1,4,20,7830,7830,proportional
darkstore,38876,Super Store Asansol Kumarpur ES1,asansol,23.700985,86.92626,,ranchi,city-majority,169.13,23.3533,85.3112,2,6,47,32731,16365,stretched
darkstore,38878,Super Store Dhanbad Bank More ES2,dhanbad,23.778782,86.415184,,ranchi,city-nearest,122.06,23.3533,85.3112,2,6,47,32731,16365,stretched
darkstore,38880,Super Store Jaipur Lal Kothi ES61,jaipur,26.891066,75.80183,,jaipur,label,8.95,26.8108,75.7953,2,11,77,28186,14093,proportional
darkstore,38882,Super Store Vapi Chala ES2,vapi,20.395985,72.878845,,surat,city-nearest,86.23,21.1702,72.8311,2,7,30,10654,5327,proportional
darkstore,38884,Super Store Muzaffarpur Musahri ES11,muzaffarpur,26.116152,85.41378,,patna,city-nearest,59.26,25.6331,85.1636,2,5,54,33224,16612,stretched
darkstore,38886,Super Store Bhuj City Mall ES3,bhuj,23.264448,69.66116,,ahmedabad,city-nearest,273.43,22.9086,72.3062,1,38,118,38470,38470,stretched
darkstore,38922,Super Store Tumkur University ES2,tumkur,13.317175,77.120384,,bengaluru,city-nearest,77.2,13.082,77.7913,3,59,220,52882,17627,stretched
darkstore,38924,Super Store Patna Anisabad ES12,patna,25.586092,85.09346,,patna,label,8.76,25.6331,85.1636,2,5,54,33224,16612,stretched
darkstore,38960,Super Store Mumbai Sanpada ES174,thane,19.06208,73.008644,,mumbai,city-nearest,15.57,19.0513,73.1563,3,13,189,9344,3115,concentrated
darkstore,38964,Super Store Mumbai Thane Naupada ES171,mumbai,19.195232,72.971275,,mumbai,label,10.49,19.2433,73.0572,3,13,189,9344,3115,concentrated
darkstore,38966,Super Store Ayodhya Saketpuri ES4,ayodhya,26.783089,82.181915,,lucknow,city-majority,118.09,26.7875,80.9923,2,7,92,39582,19791,stretched
darkstore,38968,Super Store Akola Civil Line ES4,akola,20.666304,77.017456,,nagpur,city-nearest,196.93,21.2912,78.7922,1,17,37,23108,23108,stretched
darkstore,39004,Super Store KS UP-NCR Noida Sector 62 KS16,noida,28.60625,77.34967,,noida,label,8.84,28.5355,77.391,1,25,317,2527,2527,concentrated
darkstore,39040,Super Store Pune Talegaon Dabhade ES128,pune,18.713514,73.68376,,pune,label,11.51,18.6714,73.7836,2,24,119,19984,9992,proportional
darkstore,39042,Super Store Gaya JP Nagar ES14,gaya,24.766766,85.00648,,patna,city-nearest,95.56,25.6106,85.1866,2,5,54,33224,16612,stretched
darkstore,39044,Super Store Puducherry Venkata Nagar ES1,puducherry,11.931375,79.80703,,chennai,city-nearest,137.56,13.0827,80.2707,3,13,98,33883,11294,proportional
darkstore,39046,Super Store Hapur Tehsil Chauraha ES3,hapur,28.730396,77.77968,,dasna,city-nearest,21.6,28.7251,77.5582,2,2,15,4511,2256,concentrated
darkstore,39048,Super Store Coimbatore Saravanampatti ES5,coimbatore,11.051634,76.9917,,coimbatore,label,9.6,10.9795,77.0401,1,9,46,40154,40154,stretched
darkstore,39050,Super Store Kapurthala Mall Road ES89,kapurthala,31.387093,75.38369,,ludhiana,city-nearest,70.39,30.9009,75.8573,2,2,51,38214,19107,stretched
darkstore,39052,Super Store Kolhapur Jawahar Nagar ES5,kolhapur,16.671768,74.23041,,goa,city-nearest,147.21,15.3917,73.8791,2,35,34,17782,8891,proportional
darkstore,39054,Super Store Guwahati Bormotoria ES4,guwahati,26.14776,91.82826,,guwahati,label,8.76,26.1829,91.7497,2,2,25,6032,3016,concentrated
darkstore,39056,Super Store Kochi Chullickal ES8,kochi,9.939807,76.257,,coimbatore,city-nearest,143.87,10.9795,77.0401,1,9,46,40154,40154,stretched
darkstore,39058,Super Store Bengaluru JP Nagar 5th Phase ES209,bengaluru,12.901001,77.593575,,bengaluru,label,26.4,12.7159,77.746,3,59,220,52882,17627,stretched
darkstore,39094,Super Store Mumbai Vakola ES182,mumbai,19.080389,72.846855,,mumbai,label,28.57,19.2433,73.0572,3,13,189,9344,3115,concentrated
darkstore,39096,Super Store UP-NCR Gr Noida Ansal Link 1 ES164,noida,28.454802,77.51197,,noida,label,14.84,28.5355,77.391,1,25,317,2527,2527,concentrated
darkstore,39098,Super Store Jaipur Jhai Ashiana ES60,jaipur,26.809818,75.666016,,jaipur,label,12.83,26.8108,75.7953,2,11,77,28186,14093,proportional
darkstore,39100,Super Store Mumbai Virar East ES173,mumbai,19.46529,72.81547,,mumbai,label,35.39,19.2433,73.0572,3,13,189,9344,3115,concentrated
darkstore,39102,Super Store Jaipur Omaxcity ES57,jaipur,26.837725,75.61473,,jaipur,label,18.17,26.8108,75.7953,2,11,77,28186,14093,proportional
darkstore,39104,Super Store Vijayawada Bhavanipuram ES15,vijayawada,16.54718,80.60066,,vijayawada,label,7.4,16.4977,80.6471,1,26,22,21290,21290,stretched
darkstore,39108,Super Store Vijayawada Singh Nagar ES17,vijayawada,16.566402,80.62582,,vijayawada,label,7.97,16.4977,80.6471,1,26,22,21290,21290,stretched
darkstore,39110,Super Store Aluva Periyar Nagar ES9,aluva,10.082725,76.34677,,coimbatore,city-nearest,125.25,10.9795,77.0401,1,9,46,40154,40154,stretched
darkstore,39112,Super Store Surat Nana Varachha ES8,surat,21.227762,72.8865,,surat,label,8.6,21.1702,72.8311,2,7,30,10654,5327,proportional
darkstore,39114,Super Store Bengaluru Classic Royal Hennur ES197,bengaluru,13.035874,77.63355,,bengaluru,label,17.84,13.082,77.7913,3,59,220,52882,17627,stretched
darkstore,39116,Super Store Ranchi Morabadi ES7,ranchi,23.40211,85.32597,,ranchi,label,5.63,23.3533,85.3112,2,6,47,32731,16365,stretched
darkstore,39118,Super Store UP-NCR Noida Sector 46 ES169,noida,28.543825,77.35721,,noida,label,3.43,28.5355,77.391,1,25,317,2527,2527,concentrated
darkstore,39160,Super Store Unnao Lok Nagar ES5,unnao,26.56552,80.484276,,lucknow,city-nearest,50.07,26.7474,80.9452,2,7,92,39582,19791,stretched
darkstore,39162,Super Store Aligarh Sasni Gate ES2,aligarh,27.856565,78.06662,,faridabad,city-nearest,95.73,28.4089,77.3178,1,7,53,10208,10208,proportional
darkstore,39166,Super Store Pune Karve Nagar ES132,pune,18.49068,73.81041,,pune,label,20.29,18.6714,73.7836,2,24,119,19984,9992,proportional
darkstore,39206,Super Store Hosur Thally Road ES4,hosur,12.732937,77.827644,,bengaluru,city-nearest,9.06,12.7159,77.746,3,59,220,52882,17627,stretched
darkstore,39208,Super Store Kurnool Bhagya Nagar ES16,kurnool,15.836814,78.03024,,hyderabad,city-nearest,178.89,17.385,78.4867,3,100,131,39128,13042,proportional
darkstore,39210,Super Store Palwal Panchwati Colony ES3,palwal,28.109035,77.31692,,faridabad,city-nearest,33.34,28.4089,77.3178,1,7,53,10208,10208,proportional
darkstore,39212,Super Store Rampur Elahi Bagh ES4,rampur,28.827374,79.02919,,bareilly,city-nearest,61.13,28.372,79.38,5,12,28,28118,5624,proportional
darkstore,39214,Super Store Ajmer Nagra ES14,ajmer,26.437876,74.662285,,jaipur,city-nearest,120.02,26.8108,75.7953,2,11,77,28186,14093,proportional
darkstore,39216,Super Store Bhavnagar Atika Chowk ES5,bhavnagar,21.731258,72.14754,,surat,city-nearest,94.32,21.1702,72.8311,2,7,30,10654,5327,proportional
darkstore,39250,Super Store Sikar Nawalgarh Road ES17,sikar,27.59025,75.18464,,jaipur,city-nearest,86.42,27.032,75.7932,2,11,77,28186,14093,proportional
darkstore,39252,Super Store Hoshiarpur Central Town ES87,hoshiarpur,31.543148,75.91066,,ludhiana,city-nearest,71.59,30.9009,75.8573,2,2,51,38214,19107,stretched
darkstore,39256,Super Store Bhubaneshwar Jatni Road ES8,bhubaneswar,20.163057,85.700874,,bhubaneswar,label,12.61,20.2765,85.7012,1,1,20,5276,5276,proportional
darkstore,39290,Super Store Bengaluru Mudalapalya ES216,bengaluru,12.947479,77.52517,,bengaluru,label,32.48,13.082,77.7913,3,59,220,52882,17627,stretched
darkstore,39292,Super Store Lucknow Vikas Nagar Sec 9 ES68,lucknow,26.897385,80.955635,,lucknow,label,12.75,26.7875,80.9923,2,7,92,39582,19791,stretched
darkstore,39298,Super Store Mumbai Borivali West Eksar ES181,mumbai,19.236742,72.85463,,mumbai,label,21.28,19.2433,73.0572,3,13,189,9344,3115,concentrated
darkstore,39332,Super Store Mehsana Modhera Circle ES59,mehsana,23.602983,72.36663,,ahmedabad,city-nearest,77.46,22.9086,72.3062,1,38,118,38470,38470,stretched
darkstore,39334,Super Store Gandhidham Adipur ES4,gandhidham,23.092958,70.0765,,ahmedabad,city-nearest,229.14,22.9086,72.3062,1,38,118,38470,38470,stretched
darkstore,39340,Super Store Bengaluru Malleshpalaya ES217,bengaluru,12.984869,77.67222,,bengaluru,label,16.82,13.082,77.7913,3,59,220,52882,17627,stretched
darkstore,39342,Super Store Pune Kothrud Shastri Nagar ES131,pune,18.49637,73.79312,,pune,label,19.49,18.6714,73.7836,2,24,119,19984,9992,proportional
darkstore,39346,Super Store Mumbai Silphata ES177,mumbai,19.133287,73.064545,,mumbai,label,12.26,19.2433,73.0572,3,13,189,9344,3115,concentrated
darkstore,39348,Super Store Bikaner Sadulganj ES18,bikaner,27.99799,73.360085,,jaipur,city-nearest,262.89,27.032,75.7932,2,11,77,28186,14093,proportional
darkstore,39350,Super Store Meerut Sotiganj ES172,meerut,28.99227,77.703026,,dasna,city-nearest,32.89,28.7251,77.5582,2,2,15,4511,2256,concentrated
darkstore,39354,Super Store Delhi Dwarka Sector 12 ES316,delhi,28.594954,77.03967,,noida,city-majority,34.94,28.5355,77.391,1,25,317,2527,2527,concentrated
darkstore,39356,Super Store Pathankot Patel Nagar ES90,pathankot,32.27162,75.663704,,jammu,city-nearest,80.8,32.635,74.918,13,10,31,14483,1114,concentrated
darkstore,39358,Super Store Sirsa Agrasain Colony ES2,sirsa,29.564432,75.06725,,ludhiana,city-nearest,166.87,30.9009,75.8573,2,2,51,38214,19107,stretched
darkstore,39360,Super Store Raipur Samta Colony ES7,raipur,21.238312,81.60219,,raipur,label,3.19,21.2514,81.6296,1,24,25,11862,11862,proportional
darkstore,39364,Super Store Firozpur Dhawan Colony ES88,firozpur,30.96481,74.621666,,ludhiana,city-nearest,118.07,30.9009,75.8573,2,2,51,38214,19107,stretched
darkstore,39366,Super Store Coimbatore Nehru Nagar ES6,coimbatore,11.037404,77.02701,,coimbatore,label,6.6,10.9795,77.0401,1,9,46,40154,40154,stretched
darkstore,39368,Super Store Ahmedabad Nana Chiloda ES62,gandhinagar,23.132511,72.646324,,ahmedabad,city-nearest,42.8,22.9086,72.3062,1,38,118,38470,38470,stretched
darkstore,39370,Super Store Bengaluru Chandapur ES208,bengaluru,12.813967,77.69212,,bengaluru,label,12.37,12.7159,77.746,3,59,220,52882,17627,stretched
darkstore,39372,Super Store Mumbai Palghar West ES175,palghar,19.700153,72.76988,,mumbai,city-nearest,59.06,19.2433,73.0572,3,13,189,9344,3115,concentrated
darkstore,39374,Super Store Agra Rakabganj ES10,agra,27.16205,77.97621,,faridabad,city-nearest,153.03,28.4089,77.3178,1,7,53,10208,10208,proportional
darkstore,39408,Super Store Bhubaneshwar HB Colony ES3,bhubaneswar,20.243563,85.797935,,bhubaneswar,label,10.74,20.2765,85.7012,1,1,20,5276,5276,proportional
darkstore,39410,Super Store Cuttack Bajrakabati Road ES7,cuttack,20.441853,85.91243,,bhubaneswar,city-nearest,28.69,20.2765,85.7012,1,1,20,5276,5276,proportional
darkstore,39444,Super Store Sri Ganganagar Gagan Path ES15,sri ganganagar,29.929018,73.87311,,ludhiana,city-nearest,218.81,30.9009,75.8573,2,2,51,38214,19107,stretched
darkstore,39445,Super Store Gwalior Airport Road ES5,gwalior,26.265738,78.20773,,jhansi,city-nearest,94.17,25.47,78.53,4,15,12,12150,3038,concentrated
darkstore,39447,Super Store Vadodara Sama ES13,vadodara,22.338963,73.20237,,ahmedabad,city-nearest,111.68,22.9086,72.3062,1,38,118,38470,38470,stretched
darkstore,39448,Super Store Patna Chitrasen Nagar ES16,patna,25.599258,85.066315,,patna,label,10.46,25.6331,85.1636,2,5,54,33224,16612,stretched
darkstore,39449,Super Store Patna AIIMS ES17,patna,25.568941,85.0537,,patna,label,13.13,25.6331,85.1636,2,5,54,33224,16612,stretched
darkstore,39451,Super Store Vellore CMC ES5,vellore,12.930775,79.11251,,chennai,city-nearest,101.11,13.2073,80.0018,3,13,98,33883,11294,proportional
darkstore,39452,Super Store Jammu Greater Kailash ES5,jammu,32.666283,74.89548,,jammu,label,4.07,32.635,74.918,13,10,31,14483,1114,concentrated
darkstore,39453,Super Store Dehradun Ballupur ES18,dehradun,30.352491,78.03026,,dehradun,label,4.01,30.3165,78.0322,1,43,47,6372,6372,proportional
darkstore,39454,Super Store Pune SB Road ES114,pune,18.52926,73.82512,,pune,label,16.4,18.6714,73.7836,2,24,119,19984,9992,proportional
darkstore,39455,Super Store Mumbai Ulhasnagar Kailash ES172,mumbai,19.203524,73.15124,,mumbai,label,10.82,19.2433,73.0572,3,13,189,9344,3115,concentrated
darkstore,39456,Super Store Hyderabad Alkapur ES123,hyderabad,17.401852,78.36683,,hyderabad,label,12.86,17.385,78.4867,3,100,131,39128,13042,proportional
darkstore,39457,Super Store Hyderabad MLA Colony ES128,hyderabad,17.412928,78.43024,,hyderabad,label,6.75,17.385,78.4867,3,100,131,39128,13042,proportional
darkstore,39458,Super Store Hisar Vikas Nagar ES2,hisar,29.170328,75.74878,,farukhnagar,city-nearest,107.86,28.6559,76.6882,2,2,27,16301,8151,proportional
